,State,Crop_Year,Crop,Annual_Rainfall,Yield
206,Jammu and Kashmir,2003,Maize,1430.3,1.561666667
207,Jammu and Kashmir,2004,Maize,1032.1,1.44
208,Jammu and Kashmir,2005,Maize,1721.8,1.325833333
209,Jammu and Kashmir,2006,Maize,1786.5,1.449166667
210,Jammu and Kashmir,2007,Maize,1042.2,1.377
211,Jammu and Kashmir,2009,Maize,751.7,1.507
212,Jammu and Kashmir,2010,Maize,1352.0,1.5675
213,Jammu and Kashmir,2011,Maize,887.6,1.4925
214,Jammu and Kashmir,2012,Maize,1116.7,1.407
215,Jammu and Kashmir,2014,Maize,1278.4,1.048421053
216,Jammu and Kashmir,2015,Maize,1572.6,1.5905
217,Jammu and Kashmir,2016,Maize,902.8,1.6325
218,Jammu and Kashmir,2017,Maize,1279.1,1.534
219,Jammu and Kashmir,2018,Maize,1016.3,1.949
220,Jammu and Kashmir,2019,Maize,1324.1,1.8985
221,Jharkhand,2002,Maize,1041.2,1.203571429
222,Jharkhand,2003,Maize,1258.3,1.39
223,Jharkhand,2004,Maize,1149.2,1.367727273
224,Jharkhand,2005,Maize,965.2,1.040909091
225,Jharkhand,2006,Maize,1465.1,1.457272727
226,Jharkhand,2007,Maize,1444.7,1.367272727
227,Jharkhand,2008,Maize,1295.2,1.074166667
228,Jharkhand,2009,Maize,996.1,0.947916667
229,Jharkhand,2011,Maize,1374.7,1.34625
230,Jharkhand,2012,Maize,1102.0,1.367916667
231,Jharkhand,2013,Maize,1253.6,1.467916667
232,Jharkhand,2014,Maize,1156.6,1.71625
233,Jharkhand,2015,Maize,1085.6,1.133333333
234,Jharkhand,2016,Maize,1296.3,2.102608696
235,Jharkhand,2017,MaizeMaize,2331.4,3.990694445
236,Jharkhand,2018,MaizeMaize,2445.4,3.653289474
237,Jharkhand,2019,MaizeMaize,2275.6,4.033154762
238,Karnataka,1997,MaizeMaizeMaize,3800.1000000000004,6.833492064
239,Karnataka,1998,MaizeMaizeMaize,3782.3999999999996,7.587428572
240,Karnataka,1999,MaizeMaizeMaize,3611.3999999999996,6.851085715
241,Karnataka,2000,MaizeMaizeMaize,3639.8999999999996,8.343330326
242,Karnataka,2001,MaizeMaizeMaize,3008.7,7.568833333000001
243,Karnataka,2002,MaizeMaizeMaize,2582.3999999999996,7.1293557309999995
244,Karnataka,2003,MaizeMaizeMaize,2602.8,6.749987352
245,Karnataka,2004,MaizeMaizeMaize,3353.1000000000004,8.862886957
246,Karnataka,2005,MaizeMaizeMaize,3948.6000000000004,9.559171015
247,Karnataka,2006,MaizeMaizeMaize,3438.8999999999996,8.668933333
248,Karnataka,2007,MaizeMaizeMaize,3969.8999999999996,9.401452991
249,Karnataka,2008,MaizeMaizeMaize,3492.2999999999997,8.814484127
250,Karnataka,2009,MaizeMaizeMaize,3963.0,7.697420635
251,Karnataka,2010,MaizeMaizeMaize,3953.1000000000004,9.495923645
252,Karnataka,2011,MaizeMaizeMaize,3536.959092,9.052512315
253,Karnataka,2012,MaizeMaizeMaize,2868.6000000000004,9.335923281
254,Karnataka,2013,MaizeMaizeMaize,3706.7999999999997,9.265613027
255,Karnataka,2014,MaizeMaizeMaize,3715.5,9.516428570999999
256,Karnataka,2015,MaizeMaizeMaize,3074.7000000000003,8.144193121
257,Karnataka,2016,MaizeMaizeMaize,3441.6000000000004,8.780322222
258,Karnataka,2017,MaizeMaizeMaize,3335.1000000000004,11.761287912
259,Karnataka,2018,MaizeMaizeMaize,4257.299999999999,9.357113793
260,Karnataka,2019,MaizeMaizeMaize,4266.9,10.944211823
261,Kerala,2012,Maize,2187.6,0.535
262,Kerala,2013,Maize,3255.4,1.445
263,Kerala,2014,Maize,3046.4,1.166666667
264,Kerala,2015,Maize,2602.9,1.73
265,Kerala,2016,Maize,2924.3,1.775
266,Kerala,2017,Maize,2664.8,1.1775
267,Kerala,2018,Maize,2989.7,4.508
268,Kerala,2019,Maize,3119.2,1.82
269,Madhya Pradesh,1997,Maize,1189.1,1.143023256
270,Madhya Pradesh,1998,Maize,962.7,1.294035088
271,Madhya Pradesh,1999,Maize,1222.9,1.543220339
272,Madhya Pradesh,2000,Maize,723.3,1.558636364
273,Madhya Pradesh,2001,Maize,955.0,1.943555556
274,Madhya Pradesh,2002,Maize,800.8,1.662
275,Madhya Pradesh,2003,Maize,1163.0,1.916041667
276,Madhya Pradesh,2004,Maize,895.7,1.34125
277,Madhya Pradesh,2005,Maize,1032.7,1.380638298
278,Madhya Pradesh,2006,Maize,1072.3,0.903617021
279,Madhya Pradesh,2007,Maize,740.4,1.1325
280,Madhya Pradesh,2008,Maize,895.0,1.2356
281,Madhya Pradesh,2009,Maize,904.1,1.0752
282,Madhya Pradesh,2010,Maize,856.3,1.3712
283,Madhya Pradesh,2011,Maize,852.6,1.111428571
284,Madhya Pradesh,2012,Maize,1049.5,2.280204082
285,Madhya Pradesh,2013,Maize,1451.4,1.5412
286,Madhya Pradesh,2014,Maize,891.2,2.093061224
287,Madhya Pradesh,2015,Maize,1000.7,2.075416667
288,Madhya Pradesh,2016,Maize,1048.4,2.479130435
289,Madhya Pradesh,2017,MaizeMaize,1600.0,6.091157143
290,Madhya Pradesh,2018,Maize,1102.2,2.330588235
291,Madhya Pradesh,2019,MaizeMaize,2893.4,4.767798862
292,Maharashtra,1997,MaizeMaizeMaizeMaize,4624.4,993.836736111
293,Maharashtra,1998,MaizeMaizeMaize,3944.3999999999996,4.778719807
294,Maharashtra,1999,MaizeMaizeMaize,3499.5,4.2628
295,Maharashtra,2000,MaizeMaize,2115.6,2.018205129
296,Maharashtra,2001,MaizeMaizeMaize,3107.3999999999996,5.0914415
297,Maharashtra,2002,MaizeMaizeMaize,2902.2,4.494228247
298,Maharashtra,2003,MaizeMaize,2074.8,3.413574879
299,Maharashtra,2004,MaizeMaizeMaize,3156.0,4.574033817
300,Maharashtra,2005,MaizeMaizeMaize,4161.6,5.047151746
301,Maharashtra,2006,MaizeMaizeMaize,4318.200000000001,4.982804762
302,Maharashtra,2007,MaizeMaizeMaize,3771.6000000000004,6.424241354
303,Maharashtra,2008,MaizeMaizeMaize,3158.3999999999996,5.756422222
304,Maharashtra,2009,MaizeMaizeMaize,3007.2,5.308698257
305,Maharashtra,2010,MaizeMaizeMaize,4167.0,6.004769231
306,Maharashtra,2011,MaizeMaizeMaize,3522.286365,6.070185186
307,Maharashtra,2012,MaizeMaizeMaize,3010.2,4.615213675
308,Maharashtra,2013,MaizeMaizeMaize,4229.4,6.366733333
309,Maharashtra,2014,MaizeMaizeMaize,3004.8,4.73132411
310,Maharashtra,2015,MaizeMaizeMaize,2627.1000000000004,4.113071659
311,Maharashtra,2016,MaizeMaizeMaize,3453.2999999999997,6.926105419000001
312,Maharashtra,2017,MaizeMaizeMaize,3388.5,5.561699085
313,Maharashtra,2018,MaizeMaizeMaize,4162.200000000001,3.879730769
314,Maharashtra,2019,MaizeMaizeMaize,4667.4,5.318460662
315,Manipur,1997,Maize,2053.3,4.25
316,Manipur,1998,Maize,1855.0,2.84
317,Manipur,1999,Maize,2092.7,2.254
318,Manipur,2000,Maize,1969.7,2.55
319,Manipur,2001,Maize,2013.1,2.0125
320,Manipur,2002,Maize,1743.7,2.2
321,Manipur,2003,Maize,687.7,2.76
322,Manipur,2004,Maize,1613.3,2.5225
323,Manipur,2005,Maize,1585.4,2.56
324,Manipur,2006,Maize,1533.561905,2.48
325,Manipur,2007,Maize,1435.7,2.8025
326,Manipur,2008,MaizeMaize,2269.6,3.192222222
327,Manipur,2009,MaizeMaize,1985.0,3.3788888889999997
328,Manipur,2010,MaizeMaize,4321.0,3.791111111
329,Manipur,2011,MaizeMaize,3067.12381,3.853333334
330,Manipur,2012,MaizeMaize,2353.4,4.795555556
331,Manipur,2013,MaizeMaize,2857.6,4.595555556
332,Manipur,2014,MaizeMaize,1975.0,4.568888888
333,Manipur,2015,MaizeMaize,2658.2,4.75
334,Manipur,2016,MaizeMaize,4079.6,4.5144444440000004
335,Manipur,2017,MaizeMaize,3560.0,4.711111111
336,Manipur,2018,MaizeMaize,2393.8,4.624444444
337,Meghalaya,1997,Maize,3818.2,1.444285714
338,Meghalaya,1998,Maize,6552.7,1.457142857
339,Meghalaya,1999,Maize,6200.3,1.448571429
340,Meghalaya,2000,Maize,6258.8,1.437142857
341,Meghalaya,2001,Maize,4241.0,1.471428571
342,Meghalaya,2002,Maize,4355.3,1.527142857
343,Meghalaya,2003,Maize,3321.3,1.528571429
344,Meghalaya,2004,Maize,4767.9,1.465714286
345,Meghalaya,2005,Maize,3374.4,1.481428571
346,Meghalaya,2006,Maize,2454.7,1.541428571
347,Meghalaya,2007,Maize,4702.0,1.504285714
348,Meghalaya,2008,Maize,3114.3,1.545714286
349,Meghalaya,2009,Maize,2995.9,1.574285714
350,Meghalaya,2010,Maize,3119.7,1.561428571
351,Meghalaya,2011,Maize,4083.104545,1.58
352,Meghalaya,2012,Maize,2945.3,2.2
353,Meghalaya,2013,Maize,2448.4,2.16
354,Meghalaya,2014,Maize,3484.4,2.214545455
355,Meghalaya,2015,Maize,3870.8,2.24
356,Meghalaya,2016,Maize,3837.1,2.245454545
357,Meghalaya,2017,Maize,4472.3,2.246363636
358,Meghalaya,2018,Maize,5649.1,2.246363636
359,Meghalaya,2019,Maize,3844.4,2.254545455
360,Mizoram,1997,MaizeMaize,5288.4,4.2375
361,Mizoram,1998,MaizeMaize,5281.4,3.7575000000000003
362,Mizoram,1999,MaizeMaize,5071.8,2.9175
363,Mizoram,2000,MaizeMaize,5668.6,3.699166667
364,Mizoram,2001,MaizeMaize,4812.8,3.679166667
365,Mizoram,2002,MaizeMaize,5254.0,3.585
366,Mizoram,2003,MaizeMaize,4999.0,3.7836666670000003
367,Mizoram,2004,MaizeMaize,5281.6,4.75125
368,Mizoram,2005,MaizeMaize,4150.8,4.62375
369,Mizoram,2006,MaizeMaize,4706.0,3.9916666669999996
370,Mizoram,2007,MaizeMaize,6190.4,1.34375
371,Mizoram,2008,MaizeMaize,3824.2,2.7965
372,Mizoram,2009,MaizeMaize,4172.6,2.9725
373,Mizoram,2010,MaizeMaize,5477.4,3.98325
374,Mizoram,2011,MaizeMaize,4878.681818,2.646666667
375,Mizoram,2012,MaizeMaize,4100.4,3.4
376,Mizoram,2013,MaizeMaize,3697.6,3.08875
377,Mizoram,2014,MaizeMaize,4059.8,3.88875
378,Mizoram,2015,MaizeMaize,4621.6,4.516249999999999
379,Mizoram,2016,MaizeMaize,5253.6,3.395
380,Mizoram,2017,MaizeMaize,7731.6,3.03125
381,Mizoram,2018,MaizeMaize,3330.4,3.434583333
382,Mizoram,2019,MaizeMaize,4357.0,3.42125
383,Nagaland,1997,Maize,1398.5,0.998571429
384,Nagaland,1998,Maize,1498.0,1.225714286
385,Nagaland,1999,Maize,1782.2,1.312857143
386,Nagaland,2000,Maize,1631.8,1.5125
387,Nagaland,2001,Maize,1532.0,2.025
388,Nagaland,2002,Maize,1536.6,2.02875
389,Nagaland,2003,MaizeMaize,3419.6,3.40125
390,Nagaland,2004,MaizeMaize,3423.0,3.70625
391,Nagaland,2005,MaizeMaize,3137.2,3.7875
392,Nagaland,2006,MaizeMaize,2725.0,3.665
393,Nagaland,2007,MaizeMaize,3538.0,3.745
394,Nagaland,2008,MaizeMaize,3081.8,3.7127272729999996
395,Nagaland,2009,MaizeMaize,2451.8,2.547272727
396,Nagaland,2010,MaizeMaize,3543.6,3.914848485
397,Nagaland,2011,MaizeMaize,3088.70909,3.9112121220000002
398,Nagaland,2012,MaizeMaize,2593.2,3.9154545450000002
399,Nagaland,2013,MaizeMaize,2701.8,3.941666667
400,Nagaland,2014,MaizeMaize,2666.6,3.9486363640000004
401,Nagaland,2015,MaizeMaize,2616.6,3.959848485
402,Nagaland,2016,MaizeMaize,3919.6,3.9583333329999997
403,Nagaland,2017,MaizeMaize,3444.2,3.9634848490000003
404,Nagaland,2018,MaizeMaize,2745.4,3.965151515
405,Nagaland,2019,MaizeMaize,3186.0,3.966060606
406,Odisha,1997,MaizeMaizeMaize,4489.799999999999,2.7502142860000003
407,Odisha,1998,MaizeMaizeMaize,4071.2999999999997,2.497239011
408,Odisha,1999,MaizeMaize,2968.6,2.555690476
409,Odisha,2000,Maize,1066.0,0.8808
410,Odisha,2001,Maize,1672.5,0.714615385
411,Odisha,2002,Maize,1102.8,0.9248
412,Odisha,2003,MaizeMaize,3296.4,2.207307692
413,Odisha,2004,MaizeMaizeMaize,3871.2000000000003,3.786465735
414,Odisha,2005,MaizeMaizeMaize,4510.200000000001,3.755942857
415,Odisha,2006,MaizeMaizeMaize,5150.700000000001,4.253940476
416,Odisha,2007,MaizeMaizeMaize,4901.4,4.041299888
417,Odisha,2008,MaizeMaizeMaize,4617.0,4.257022222
418,Odisha,2009,MaizeMaizeMaize,3990.8999999999996,4.091117391
419,Odisha,2010,MaizeMaizeMaize,3875.7000000000003,5.203466667
420,Odisha,2011,MaizeMaizeMaize,4038.6000000000004,5.122484281
421,Odisha,2012,MaizeMaizeMaize,4290.6,5.322970629
422,Odisha,2013,MaizeMaizeMaize,4897.200000000001,5.274343434
423,Odisha,2014,MaizeMaizeMaize,4610.700000000001,6.210113636
424,Odisha,2015,MaizeMaizeMaize,3630.2999999999997,6.093241546
425,Odisha,2016,MaizeMaizeMaize,4381.5,5.059109152
426,Odisha,2017,MaizeMaizeMaize,4033.2000000000003,6.444821429000001
427,Odisha,2018,MaizeMaizeMaize,4907.700000000001,6.231267559
428,Odisha,2019,MaizeMaizeMaize,4781.700000000001,6.772431818
429,Punjab,1997,Maize,690.1,2.102727273
430,Punjab,1998,Maize,588.6,2.42
431,Punjab,1999,Maize,364.4,2.711666667
432,Punjab,2000,Maize,405.3,2.904615385
433,Punjab,2001,Maize,479.3,2.7625
434,Punjab,2002,Maize,301.8,2.083333333
435,Punjab,2003,Maize,451.7,3.086923077
436,Punjab,2004,Maize,366.4,2.883636364
437,Punjab,2005,Maize,566.7,2.827
438,Punjab,2006,Maize,569.6,3.202307692
439,Punjab,2007,Maize,527.2,3.560833333
440,Punjab,2008,Maize,691.3,3.419230769
441,Punjab,2009,Maize,371.3,3.489166667
442,Punjab,2010,Maize,392.7,3.710909091
443,Punjab,2011,Maize,705.2,4.359090909
444,Punjab,2012,Maize,338.9,3.5125
445,Punjab,2013,Maize,586.6,4.231428571
446,Punjab,2014,Maize,382.7,3.918571429
447,Punjab,2015,Maize,512.6,3.759230769
448,Punjab,2016,Maize,635.9,3.600769231
449,Punjab,2017,Maize,497.5,3.750833333
450,Punjab,2018,Maize,585.5,3.54625
451,Punjab,2019,Maize,653.2,3.539444444
452,Sikkim,1997,MaizeMaize,5608.2,2.2125
453,Sikkim,1998,Maize,3183.8,0.937142857
454,Sikkim,1999,Maize,2678.5,1.355
455,Sikkim,2000,Maize,2504.8,1.49
456,Sikkim,2001,MaizeMaize,4745.0,1.905
457,Sikkim,2002,MaizeMaize,4992.4,1.915
458,Sikkim,2003,Maize,2838.1,1.5375
459,Sikkim,2004,Maize,1650.5,1.635
460,Sikkim,2005,Maize,2041.6,5.21
461,Sikkim,2006,Maize,2270.2,1.605
462,Sikkim,2007,Maize,2003.4,1.415
463,Sikkim,2008,Maize,2247.5,1.8
464,Sikkim,2009,Maize,2176.6,1.5875
465,Sikkim,2010,Maize,2527.0,5.2675
466,Sikkim,2011,Maize,2585.486364,1.6125
467,Sikkim,2012,Maize,3006.9,1.66
468,Sikkim,2013,Maize,2567.6,1.685
469,Sikkim,2014,Maize,2627.0,1.69
470,Sikkim,2015,Maize,2949.1,1.72
471,Sikkim,2016,Maize,2971.6,1.73
472,Sikkim,2017,Maize,2873.6,1.7325
473,Sikkim,2018,Maize,3350.1,1.7325
474,Sikkim,2019,Maize,2740.0,1.735
475,Tamil Nadu,1998,Maize,1077.1,1.606666667
476,Tamil Nadu,1999,Maize,922.8,1.688
477,Tamil Nadu,2000,Maize,971.1,1.629090909
